tokenized_quote,tags
"['if', 'one', 'can', 'not', 'enjoy', 'reading', 'a', 'book', 'over', 'and', 'over', 'again', 'there', 'is', 'no', 'use', 'in', 'reading', 'it', 'at', 'all']","['books', 'reading']"
"['if', 'you', 'want', 'your', 'children', 'to', 'be', 'intelligent', 'read', 'them', 'fairy', 'tales', 'if', 'you', 'want', 'them', 'to', 'be', 'more', 'intelligent', 'read', 'them', 'more', 'fairy', 'tales']","['children', 'fairy-tales']"
"['have', 'you', 'fallen', 'in', 'love', 'with', 'the', 'wrong', 'person', 'yetjace', 'said', 'unfortunately', 'lady', 'of', 'the', 'haven', 'my', 'one', 'true', 'love', 'remains', 'myselfat', 'least', 'she', 'said', 'you', 'do', 'not', 'have', 'to', 'worry', 'about', 'rejection', 'jace', 'waylandnot', 'necessarily', 'i', 'turn', 'myself', 'down', 'occasionally', 'just', 'to', 'keep', 'it', 'interesting']","['city-of-bones', 'jace']"
"['logic', 'will', 'get', 'you', 'from', 'a', 'to', 'z', 'imagination', 'will', 'get', 'you', 'everywhere']",['imagination']
"['i', 'am', 'in', 'love', 'with', 'you', 'he', 'said', 'quietlyaugustus', 'i', 'saidi', 'am', 'he', 'said', 'he', 'was', 'staring', 'at', 'me', 'and', 'i', 'could', 'see', 'the', 'corners', 'of', 'his', 'eyes', 'crinkling', 'i', 'am', 'in', 'love', 'with', 'you', 'and', 'i', 'am', 'not', 'in', 'the', 'business', 'of', 'denying', 'myself', 'the', 'simple', 'pleasure', 'of', 'saying', 'true', 'things', 'i', 'am', 'in', 'love', 'with', 'you', 'and', 'i', 'know', 'that', 'love', 'is', 'just', 'a', 'shout', 'into', 'the', 'void', 'and', 'that', 'oblivion', 'is', 'inevitable', 'and', 'that', 'were', 'all', 'doomed', 'and', 'that', 'there', 'will', 'come', 'a', 'day', 'when', 'all', 'our', 'labor', 'has', 'been', 'returned', 'to', 'dust', 'and', 'i', 'know', 'the', 'sun', 'will', 'swallow', 'the', 'only', 'earth', 'well', 'ever', 'have', 'and', 'i', 'am', 'in', 'love', 'with', 'you']","['doomed', 'inevitable', 'love', 'oblivion', 'pleasure', 'simple']"
"['whenever', 'i', 'feel', 'the', 'need', 'to', 'exercise', 'i', 'lie', 'down', 'until', 'it', 'goes', 'away']","['exercise', 'humor', 'laziness', 'misattributed-to-hutchins']"
"['i', 'am', 'nothing', 'special', 'of', 'this', 'i', 'am', 'sure', 'i', 'am', 'a', 'common', 'man', 'with', 'common', 'thoughts', 'and', 'i', 'have', 'led', 'a', 'common', 'life', 'there', 'are', 'no', 'monuments', 'dedicated', 'to', 'me', 'and', 'my', 'name', 'will', 'soon', 'be', 'forgotten', 'but', 'i', 'have', 'loved', 'another', 'with', 'all', 'my', 'heart', 'and', 'soul', 'and', 'to', 'me', 'this', 'has', 'always', 'been', 'enough']",['love']
"['sometimes', 'people', 'are', 'beautifulnot', 'in', 'looksnot', 'in', 'what', 'they', 'sayjust', 'in', 'what', 'they', 'are']","['beauty', 'life']"
"['you', 'do', 'not', 'get', 'to', 'choose', 'if', 'you', 'get', 'hurt', 'in', 'this', 'worldbut', 'you', 'do', 'have', 'some', 'say', 'in', 'who', 'hurts', 'you', 'i', 'like', 'my', 'choices']","['satisfaction', 'self-determination']"
"['the', 'truth', 'is', 'everyone', 'is', 'going', 'to', 'hurt', 'you', 'you', 'just', 'got', 'to', 'find', 'the', 'ones', 'worth', 'suffering', 'for']",['friendship']
"['the', 'more', 'that', 'you', 'read', 'the', 'more', 'things', 'you', 'will', 'know', 'the', 'more', 'that', 'you', 'learn', 'the', 'more', 'places', 'you', 'will', 'go']","['learning', 'reading', 'seuss']"
"['love', 'looks', 'not', 'with', 'the', 'eyes', 'but', 'with', 'the', 'mindand', 'therefore', 'is', 'winged', 'cupid', 'painted', 'blind']",['love']
"['folks', 'are', 'usually', 'about', 'as', 'happy', 'as', 'they', 'make', 'their', 'minds', 'up', 'to', 'be']",['happiness']
"['do', 'what', 'you', 'can', 'with', 'what', 'you', 'have', 'where', 'you', 'are']",['inspirational']
"['there', 'is', 'no', 'friend', 'as', 'loyal', 'as', 'a', 'book']","['books', 'friends', 'novelist-quotes']"
"['one', 'good', 'thing', 'about', 'music', 'when', 'it', 'hits', 'you', 'you', 'feel', 'no', 'pain']",['music']
"['i', 'find', 'television', 'very', 'educating', 'every', 'time', 'somebody', 'turns', 'on', 'the', 'set', 'i', 'go', 'into', 'the', 'other', 'room', 'and', 'read', 'a', 'book']","['books', 'humor', 'reading', 'television']"
"['the', 'story', 'so', 'farin', 'the', 'beginning', 'the', 'universe', 'was', 'createdthis', 'has', 'made', 'a', 'lot', 'of', 'people', 'very', 'angry', 'and', 'been', 'widely', 'regarded', 'as', 'a', 'bad', 'move']","['humor', 'scifi']"
"['not', 'all', 'of', 'us', 'can', 'do', 'great', 'things', 'but', 'we', 'can', 'do', 'small', 'things', 'with', 'great', 'love']","['misattributed-to-mother-teresa', 'paraphrased']"
"['success', 'is', 'not', 'final', 'failure', 'is', 'not', 'fatal', 'it', 'is', 'the', 'courage', 'to', 'continue', 'that', 'counts']","['bravery', 'courage', 'failure', 'inspirational', 'success']"
"['love', 'is', 'like', 'the', 'wind', 'you', 'can', 'not', 'see', 'it', 'but', 'you', 'can', 'feel', 'it']","['love', 'simile']"
"['listen', 'to', 'the', 'mustnts', 'child', 'listen', 'to', 'the', 'donts', 'listen', 'to', 'the', 'shouldnts', 'the', 'impossibles', 'the', 'wonts', 'listen', 'to', 'the', 'never', 'haves', 'then', 'listen', 'close', 'to', 'me', 'anything', 'can', 'happen', 'child', 'anything', 'can', 'be']","['anything-can-be', 'hope', 'impossible', 'inspirational', 'musn-t', 'possibilities', 'shouldn-t', 'won-t']"
"['when', 'one', 'door', 'of', 'happiness', 'closes', 'another', 'opens', 'but', 'often', 'we', 'look', 'so', 'long', 'at', 'the', 'closed', 'door', 'that', 'we', 'do', 'not', 'see', 'the', 'one', 'which', 'has', 'been', 'opened', 'for', 'us']",['inspirational']
"['if', 'you', 'live', 'to', 'be', 'a', 'hundred', 'i', 'want', 'to', 'live', 'to', 'be', 'a', 'hundred', 'minus', 'one', 'day', 'so', 'i', 'never', 'have', 'to', 'live', 'without', 'you']","['friendship', 'misattributed-a-a-milne']"
"['so', 'this', 'is', 'my', 'life', 'and', 'i', 'want', 'you', 'to', 'know', 'that', 'i', 'am', 'both', 'happy', 'and', 'sad', 'and', 'i', 'am', 'still', 'trying', 'to', 'figure', 'out', 'how', 'that', 'could', 'be']","['charlie', 'favourite-books', 'inspirational', 'sad', 'soul-searching', 'wallflower']"
"['saying', 'i', 'notice', 'you', 'are', 'a', 'nerd', 'is', 'like', 'saying', 'hey', 'i', 'notice', 'that', 'you', 'would', 'rather', 'be', 'intelligent', 'than', 'be', 'stupid', 'that', 'you', 'would', 'rather', 'be', 'thoughtful', 'than', 'be', 'vapid', 'that', 'you', 'believe', 'that', 'there', 'are', 'things', 'that', 'matter', 'more', 'than', 'the', 'arrest', 'record', 'of', 'lindsay', 'lohan', 'why', 'is', 'that', 'in', 'fact', 'it', 'seems', 'to', 'me', 'that', 'most', 'contemporary', 'insults', 'are', 'pretty', 'lame', 'even', 'lame', 'is', 'kind', 'of', 'lame', 'saying', 'you', 'are', 'lame', 'is', 'like', 'saying', 'you', 'walk', 'with', 'a', 'limp', 'yeah', 'whatever', 'so', 'does', '50', 'cent', 'and', 'hes', 'done', 'all', 'right', 'for', 'himself']","['humor', 'nerdfighters']"
"['people', 'think', 'a', 'soul', 'mate', 'is', 'your', 'perfect', 'fit', 'and', 'that', 'is', 'what', 'everyone', 'wants', 'but', 'a', 'true', 'soul', 'mate', 'is', 'a', 'mirror', 'the', 'person', 'who', 'shows', 'you', 'everything', 'that', 'is', 'holding', 'you', 'back', 'the', 'person', 'who', 'brings', 'you', 'to', 'your', 'own', 'attention', 'so', 'you', 'can', 'change', 'your', 'life', 'a', 'true', 'soul', 'mate', 'is', 'probably', 'the', 'most', 'important', 'person', 'you', 'will', 'ever', 'meet', 'because', 'they', 'tear', 'down', 'your', 'walls', 'and', 'smack', 'you', 'awake', 'but', 'to', 'live', 'with', 'a', 'soul', 'mate', 'forever', 'nah', 'too', 'painful', 'soul', 'mates', 'they', 'come', 'into', 'your', 'life', 'just', 'to', 'reveal', 'another', 'layer', 'of', 'yourself', 'to', 'you', 'and', 'then', 'leave', 'a', 'soul', 'mates', 'purpose', 'is', 'to', 'shake', 'you', 'up', 'tear', 'apart', 'your', 'ego', 'a', 'little', 'bit', 'show', 'you', 'your', 'obstacles', 'and', 'addictions', 'break', 'your', 'heart', 'open', 'so', 'new', 'light', 'can', 'get', 'in', 'make', 'you', 'so', 'desperate', 'and', 'out', 'of', 'control', 'that', 'you', 'have', 'to', 'transform', 'your', 'life', 'then', 'introduce', 'you', 'to', 'your', 'spiritual', 'master']",['love']
"['it', 'matters', 'not', 'what', 'someone', 'is', 'born', 'but', 'what', 'they', 'grow', 'to', 'be']",['dumbledore']
"['life', 'is', 'like', 'riding', 'a', 'bicycle', 'to', 'keep', 'your', 'balance', 'you', 'must', 'keep', 'moving']","['life', 'simile']"
"['there', 'is', 'nothing', 'i', 'would', 'not', 'do', 'for', 'those', 'who', 'are', 'really', 'my', 'friends', 'i', 'have', 'no', 'notion', 'of', 'loving', 'people', 'by', 'halves', 'it', 'is', 'not', 'my', 'nature']","['friendship', 'love']"
"['you', 'do', 'not', 'love', 'someone', 'because', 'they', 'are', 'perfect', 'you', 'love', 'them', 'in', 'spite', 'of', 'the', 'fact', 'that', 'they', 'are', 'not']","['imperfect', 'love']"
"['some', 'people', 'never', 'go', 'crazy', 'what', 'truly', 'horrible', 'lives', 'they', 'must', 'lead']",['humor']
"['the', 'difference', 'between', 'genius', 'and', 'stupidity', 'is', 'genius', 'has', 'its', 'limits']",['misattributed-to-einstein']
"['love', 'never', 'dies', 'a', 'natural', 'death', 'it', 'dies', 'because', 'we', 'do', 'not', 'know', 'how', 'to', 'replenish', 'its', 'source', 'it', 'dies', 'of', 'blindness', 'and', 'errors', 'and', 'betrayals', 'it', 'dies', 'of', 'illness', 'and', 'wounds', 'it', 'dies', 'of', 'weariness', 'of', 'witherings', 'of', 'tarnishings']","['death', 'love']"
"['what', 'really', 'knocks', 'me', 'out', 'is', 'a', 'book', 'that', 'when', 'you', 'are', 'all', 'done', 'reading', 'it', 'you', 'wish', 'the', 'author', 'that', 'wrote', 'it', 'was', 'a', 'terrific', 'friend', 'of', 'yours', 'and', 'you', 'could', 'call', 'him', 'up', 'on', 'the', 'phone', 'whenever', 'you', 'felt', 'like', 'it', 'that', 'does', 'not', 'happen', 'much', 'though']","['authors', 'books', 'literature', 'reading', 'writing']"
"['if', 'you', 'can', 'make', 'a', 'woman', 'laugh', 'you', 'can', 'make', 'her', 'do', 'anything']","['girls', 'love']"
"['weâre', 'all', 'a', 'little', 'weird', 'and', 'life', 'is', 'a', 'little', 'weird', 'and', 'when', 'we', 'find', 'someone', 'whose', 'weirdness', 'is', 'compatible', 'with', 'ours', 'we', 'join', 'up', 'with', 'them', 'and', 'fall', 'into', 'mutually', 'satisfying', 'weirdnessâand', 'call', 'it', 'loveâtrue', 'love']","['love', 'weirdness']"
"['you', 'donât', 'have', 'a', 'soul', 'doctor', 'you', 'are', 'a', 'soul', 'you', 'have', 'a', 'body', 'temporarily']","['body-soul', 'misattributed-to-c-s-lewis']"
"['i', 'would', 'venture', 'to', 'guess', 'that', 'anon', 'who', 'wrote', 'so', 'many', 'poems', 'without', 'signing', 'them', 'was', 'often', 'a', 'woman']",['women']
"['some', 'infinities', 'are', 'bigger', 'than', 'other', 'infinities']","['infinity', 'john-green', 'life', 'tfios', 'the-fault-in-our-stars']"
"['do', 'one', 'thing', 'every', 'day', 'that', 'scares', 'you']","['attributed', 'fear', 'inspiration']"
"['it', 'is', 'what', 'you', 'read', 'when', 'you', 'do', 'not', 'have', 'to', 'that', 'determines', 'what', 'you', 'will', 'be', 'when', 'you', 'can', 'not', 'help', 'it']","['books', 'reading']"
"['the', 'trouble', 'with', 'having', 'an', 'open', 'mind', 'of', 'course', 'is', 'that', 'people', 'will', 'insist', 'on', 'coming', 'along', 'and', 'trying', 'to', 'put', 'things', 'in', 'it']","['humor', 'open-mind', 'thinking']"
"['if', 'i', 'had', 'a', 'flower', 'for', 'every', 'time', 'i', 'thought', 'of', 'youi', 'could', 'walk', 'through', 'my', 'garden', 'forever']","['friendship', 'love']"
"['one', 'must', 'always', 'be', 'careful', 'of', 'books', 'said', 'tessa', 'and', 'what', 'is', 'inside', 'them', 'for', 'words', 'have', 'the', 'power', 'to', 'change', 'us']",['books']
"['not', 'all', 'those', 'who', 'wander', 'are', 'lost']","['bilbo', 'journey', 'lost', 'quest', 'travel', 'wander']"
"['time', 'you', 'enjoy', 'wasting', 'is', 'not', 'wasted', 'time']","['happiness', 'misattributed-john-lennon', 'procrastination', 'time']"
"['reality', 'continues', 'to', 'ruin', 'my', 'life']","['calvin-and-hobbes', 'humor', 'life']"
"['things', 'change', 'and', 'friends', 'leave', 'life', 'does', 'not', 'stop', 'for', 'anybody']","['change', 'life']"
"['there', 'is', 'no', 'pretending', 'jace', 'said', 'with', 'absolute', 'clarity', 'i', 'love', 'you', 'and', 'i', 'will', 'love', 'you', 'until', 'i', 'die', 'and', 'if', 'there', 'is', 'life', 'after', 'that', 'ill', 'love', 'you', 'then']","['mortal-instruments', 'romance', 'teen-fantasy']"
"['who', 'are', 'you', 'to', 'judge', 'the', 'life', 'i', 'livei', 'know', 'i', 'am', 'not', 'perfectand', 'i', 'do', 'not', 'live', 'to', 'bebut', 'before', 'you', 'start', 'pointing', 'fingersmake', 'sure', 'you', 'hands', 'are', 'clean']","['judge', 'life', 'live', 'perfection']"
"['the', 'real', 'lover', 'is', 'the', 'man', 'who', 'can', 'thrill', 'you', 'by', 'kissing', 'your', 'forehead', 'or', 'smiling', 'into', 'your', 'eyes', 'or', 'just', 'staring', 'into', 'space']",['love']
"['if', 'there', 'is', 'a', 'book', 'that', 'you', 'want', 'to', 'read', 'but', 'it', 'has', 'not', 'been', 'written', 'yet', 'then', 'you', 'must', 'write', 'it']","['books', 'writing']"
"['piglet', 'sidled', 'up', 'to', 'pooh', 'from', 'behind', 'pooh', 'he', 'whisperedyes', 'pigletnothing', 'said', 'piglet', 'taking', 'poohs', 'paw', 'i', 'just', 'wanted', 'to', 'be', 'sure', 'of', 'you']","['friendship', 'piglet', 'pooh', 'reassurance']"
"['to', 'love', 'at', 'all', 'is', 'to', 'be', 'vulnerable', 'love', 'anything', 'and', 'your', 'heart', 'will', 'be', 'wrung', 'and', 'possibly', 'broken', 'if', 'you', 'want', 'to', 'make', 'sure', 'of', 'keeping', 'it', 'intact', 'you', 'must', 'give', 'it', 'to', 'no', 'one', 'not', 'even', 'an', 'animal', 'wrap', 'it', 'carefully', 'round', 'with', 'hobbies', 'and', 'little', 'luxuries', 'avoid', 'all', 'entanglements', 'lock', 'it', 'up', 'safe', 'in', 'the', 'casket', 'or', 'coffin', 'of', 'your', 'selfishness', 'but', 'in', 'that', 'casket', 'safe', 'dark', 'motionless', 'airless', 'it', 'will', 'change', 'it', 'will', 'not', 'be', 'broken', 'it', 'will', 'become', 'unbreakable', 'impenetrable', 'irredeemable', 'to', 'love', 'is', 'to', 'be', 'vulnerable']",['love']
"['the', 'only', 'way', 'out', 'of', 'the', 'labyrinth', 'of', 'suffering', 'is', 'to', 'forgive']","['compassion', 'life', 'suffering']"
"['hes', 'like', 'a', 'drug', 'for', 'you', 'bella']","['drug', 'romance', 'simile']"
"['do', 'not', 'pity', 'the', 'dead', 'harry', 'pity', 'the', 'living', 'and', 'above', 'all', 'those', 'who', 'live', 'without', 'love']",['live-death-love']
"['the', 'reason', 'i', 'talk', 'to', 'myself', 'is', 'because', 'iâm', 'the', 'only', 'one', 'whose', 'answers', 'i', 'accept']","['humor', 'insanity', 'lies', 'lying', 'self-indulgence', 'truth']"
"['a', 'wise', 'girl', 'kisses', 'but', 'does', 'not', 'love', 'listens', 'but', 'does', 'not', 'believe', 'and', 'leaves', 'before', 'she', 'is', 'left']",[]
"['go', 'to', 'heaven', 'for', 'the', 'climate', 'and', 'hell', 'for', 'the', 'company']","['humor', 'misattributed-mark-twain', 'philosophy', 'theology']"
"['i', 'wish', 'it', 'need', 'not', 'have', 'happened', 'in', 'my', 'time', 'said', 'frodoso', 'do', 'i', 'said', 'gandalf', 'and', 'so', 'do', 'all', 'who', 'live', 'to', 'see', 'such', 'times', 'but', 'that', 'is', 'not', 'for', 'them', 'to', 'decide', 'all', 'we', 'have', 'to', 'decide', 'is', 'what', 'to', 'do', 'with', 'the', 'time', 'that', 'is', 'given', 'us']","['adventuring', 'death', 'time']"
"['when', 'someone', 'loves', 'you', 'the', 'way', 'they', 'talk', 'about', 'you', 'is', 'different', 'you', 'feel', 'safe', 'and', 'comfortable']","['desire', 'emotion', 'friendship', 'honesty', 'imagination', 'individuality', 'life', 'love', 'passion', 'reality', 'relationships', 'romance', 'truth', 'wisdom', 'wise-words']"
"['dumbledore', 'watched', 'her', 'fly', 'away', 'and', 'as', 'her', 'silvery', 'glow', 'faded', 'he', 'turned', 'back', 'to', 'snape', 'and', 'his', 'eyes', 'were', 'full', 'of', 'tearsafter', 'all', 'this', 'timealways', 'said', 'snape']","['dumbledore', 'life', 'love', 'snape']"
"['there', 'is', 'nothing', 'to', 'writing', 'all', 'you', 'do', 'is', 'sit', 'down', 'at', 'a', 'typewriter', 'and', 'bleed']","['good', 'writing']"
"['i', 'declare', 'after', 'all', 'there', 'is', 'no', 'enjoyment', 'like', 'reading', 'how', 'much', 'sooner', 'one', 'tires', 'of', 'any', 'thing', 'than', 'of', 'a', 'book', 'when', 'i', 'have', 'a', 'house', 'of', 'my', 'own', 'i', 'shall', 'be', 'miserable', 'if', 'i', 'have', 'not', 'an', 'excellent', 'library']","['books', 'library', 'reading']"
"['and', 'when', 'you', 'want', 'something', 'all', 'the', 'universe', 'conspires', 'in', 'helping', 'you', 'to', 'achieve', 'it']",['inspirational']
"['i', 'am', 'good', 'but', 'not', 'an', 'angel', 'i', 'do', 'sin', 'but', 'i', 'am', 'not', 'the', 'devil', 'i', 'am', 'just', 'a', 'small', 'girl', 'in', 'a', 'big', 'world', 'trying', 'to', 'find', 'someone', 'to', 'love']",[]
"['he', 'has', 'achieved', 'success', 'who', 'has', 'lived', 'well', 'laughed', 'often', 'and', 'loved', 'muchwho', 'has', 'enjoyed', 'the', 'trust', 'of', 'pure', 'women', 'the', 'respect', 'of', 'intelligent', 'men', 'and', 'the', 'love', 'of', 'little', 'childrenwho', 'has', 'filled', 'his', 'niche', 'and', 'accomplished', 'his', 'taskwho', 'has', 'never', 'lacked', 'appreciation', 'of', 'earths', 'beauty', 'or', 'failed', 'to', 'express', 'itwho', 'has', 'left', 'the', 'world', 'better', 'than', 'he', 'found', 'itwhether', 'an', 'improved', 'poppy', 'a', 'perfect', 'poem', 'or', 'a', 'rescued', 'soulwho', 'has', 'always', 'looked', 'for', 'the', 'best', 'in', 'others', 'and', 'given', 'them', 'the', 'best', 'he', 'hadwhose', 'life', 'was', 'an', 'inspirationwhose', 'memory', 'a', 'benediction']","['life', 'misattributed-to-emerson', 'success', 'widely-misattributed']"
"['you', 'may', 'say', 'i', 'am', 'a', 'dreamer', 'but', 'i', 'am', 'not', 'the', 'only', 'one', 'i', 'hope', 'someday', 'you', 'will', 'join', 'us', 'and', 'the', 'world', 'will', 'live', 'as', 'one']","['beatles', 'connection', 'dreamers', 'dreaming', 'dreams', 'hope', 'inspirational', 'peace']"
"['i', 'have', 'been', 'making', 'a', 'list', 'of', 'the', 'things', 'they', 'do', 'not', 'teach', 'you', 'at', 'school', 'they', 'do', 'not', 'teach', 'you', 'how', 'to', 'love', 'somebody', 'they', 'do', 'not', 'teach', 'you', 'how', 'to', 'be', 'famous', 'they', 'do', 'not', 'teach', 'you', 'how', 'to', 'be', 'rich', 'or', 'how', 'to', 'be', 'poor', 'they', 'do', 'not', 'teach', 'you', 'how', 'to', 'walk', 'away', 'from', 'someone', 'you', 'do', 'not', 'love', 'any', 'longer', 'they', 'do', 'not', 'teach', 'you', 'how', 'to', 'know', 'what', 'is', 'going', 'on', 'in', 'someone', 'elses', 'mind', 'they', 'do', 'not', 'teach', 'you', 'what', 'to', 'say', 'to', 'someone', 'who', 'is', 'dying', 'they', 'do', 'not', 'teach', 'you', 'anything', 'worth', 'knowing']","['dying', 'facts', 'fame', 'knowing', 'love', 'poverty', 'reality', 'school', 'teach', 'wealth']"
